epoch,trained_on,step,loss,grad_norm,seconds
17,property7,2,-0.203160,0.588344,0.94
17,property7,3,-0.204438,0.590472,0.72
17,property7,4,-0.205721,0.592594,0.76
17,property7,5,-0.207009,0.594710,0.74
17,property7,6,-0.208302,0.596821,0.72
17,property7,7,-0.209600,0.598927,0.74
17,property7,8,-0.210903,0.601027,0.72
17,property7,9,-0.212211,0.603121,0.73
17,property7,10,-0.213524,0.605210,0.74
17,property7,11,-0.214843,0.607294,0.72
17,property7,12,-0.216166,0.609372,0.73
17,property7,13,-0.217496,0.611445,0.72
17,property7,14,-0.218830,0.613513,0.70
17,property7,15,-0.220170,0.615575,0.91
17,property7,16,-0.221516,0.617632,0.76
18,property8,1,0.140802,0.465379,0.75
18,property8,2,0.139793,0.463077,0.74
18,property8,3,0.138790,0.460775,0.74
18,property8,4,0.137792,0.458474,0.74
18,property8,5,0.136799,0.456174,0.80
18,property8,6,0.135812,0.453875,1.08
18,property8,7,0.136574,0.463035,0.72
18,property8,8,0.133854,0.449280,0.70
18,property8,9,0.132883,0.446985,0.89
18,property8,10,0.131918,0.444693,0.99
18,property8,11,0.130958,0.442404,0.72
18,property8,12,0.130005,0.440118,0.70
18,property8,13,0.129058,0.437835,0.69
18,property8,14,0.128116,0.435556,0.72
18,property8,15,0.127181,0.433281,0.71
18,property8,16,0.126251,0.431011,0.74
19,property9,1,0.389349,1.080500,0.83
19,property9,2,0.386398,2.280661,0.46
19,property9,3,0.374118,2.079870,0.38
19,property9,4,0.369309,1.791372,0.49
19,property9,5,0.336550,1.599886,0.37
19,property9,6,0.327883,1.677995,0.37
19,property9,7,0.317019,1.780174,0.37
19,property9,8,0.305823,1.842540,0.37
19,property9,9,0.298778,2.177442,0.37
19,property9,10,0.279997,2.465545,0.37
19,property9,11,0.376191,0.990319,0.36
19,property9,12,0.362813,6.331089,0.36
19,property9,13,0.371766,1.002225,0.36
19,property9,14,0.213378,2.999892,0.35
19,property9,15,0.259372,6.188897,0.37
19,property9,16,0.182759,3.446914,0.37
20,property10,1,0.239049,0.781402,0.37
20,property10,2,0.237656,0.779032,0.36
20,property10,3,0.236268,0.776654,0.37
20,property10,4,0.234884,0.774267,0.36
20,property10,5,0.233505,0.771870,0.37
20,property10,6,0.232130,0.769466,0.35
20,property10,7,0.230760,0.767053,0.35
20,property10,8,0.229395,0.764632,0.36
20,property10,9,0.228035,0.762204,0.36
20,property10,10,0.226679,0.759767,0.35
20,property10,11,0.225329,0.757324,0.37
20,property10,12,0.223984,0.754873,0.34
20,property10,13,0.222644,0.752415,0.35
20,property10,14,0.221309,0.749950,0.36
20,property10,15,0.219980,0.747479,0.36
